order,Progress,Duration (in seconds),Finished,Response ID,DistributionChannel - Distribution Channel,"consentement",gender,gender_TEXT,sexual_orientation,"sexual_orientation_5_TEXT ",age_1,"kids ","kids_2","activity - Etes-vous (en ce moment) ","pays ","pays_4_TEXT ","nationalite ",nationalite_text,"society_ladder_1 - 10","society_ladder_2 - - 9","society_ladder_3 -- 8","society_ladder_4 -- 7","society_ladder_5 -- 6","society_ladder_6 -- 5","society_ladder_7 -- 4","society_ladder_8 -- 3","society_ladder_9 -- 2","society_ladder_10 -- 1",alarm_timer_First Click - Timing - First Click,alarm_timer_Last Click - Timing - Last Click,alarm_timer_Page Submit - Timing - Page Submit,alarm_timer_Click Count - Timing - Click Count,desc_norm,"presc_norm_d - Sur une échelle de 1 (perturbation totale) à 7 (conformité totale), veuillez évaluer dans quelle mesure les solutions proposées par Essaim d'Alerte sont compatibles avec le fonctionnement de votre pays ?",high_control_1,high_control_2,high_control_3,high_control_4,high_control_5,high_control_6,high_control_7,high_control_8,high_control_9,high_control_10,high_control_11,high_control_12,high_control_13,high_control_14,high_control_15,high_control_16,high_control_17,high_control_18,high_control_19,high_control_20,high_control_21,high_control_22,control_low_1,control_low_2,control_low_3,control_low_4,control_low_5,control_low_6,control_low_7,control_low_8,control_low_9,control_low_10,control_low_11,control_low_12,control_low_13,control_low_14,control_low_15,control_low_16,control_low_17,control_low_18,control_low_19,control_low_20,control_low_21,control_low_22,sdo_french_1,sdo_french_2,sdo_french_3,sdo_french_4,sdo_french_5,sdo_french_6,sdo_french_7,sdo_french_8,sdo_french_9,sdo_french_10,sdo_french_11,sdo_french_12,sdo_french_13,sdo_french_14,sdo_french_15,sdo_french_16,sdo_DO_1,sdo_DO_2,sdo_DO_3,sdo_DO_4,sdo_DO_5,sdo_DO_6,sdo_DO_7,sdo_DO_8,sdo_DO_9,sdo_DO_10,sdo_DO_11,sdo_DO_12,sdo_DO_13,sdo_DO_14,sdo_DO_15,sdo_DO_16,edo,condrition_high_low_control,condrition_high_low_control_text,sdo_or_edo_first
41,100,1929,1,R_UYZ3Y5c2V5qISUV,anonymous,"1",1,,2,,30,"1",,"2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",9.794,277.155,281.896,20,40,"3",,1,,1,1,1,1,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,1,3,2,4,1,5,4,5,2,1,1,4,9,12,4,13,11,6,1,3,8,2,10,7,16,5,15,14,4,1,high,edo
196,100,5180,1,R_2pK3NJ9bmn1pQUt,anonymous,"1",2,,2,,45,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.063,245.072,246.249,23,72,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,,1,,,1,,,1,1,1,3,3,4,4,1,4,6,5,12,5,4,4,4,4,2,4,6,12,3,16,7,10,8,5,15,9,11,2,13,1,4,14,4,2,low,sdo
249,100,477,1,R_11de1U14ZnGxMNK,anonymous,"1",2,,2,,48,"2","3","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",4.593,63.809,64.958,12,,"3",,1,,1,,1,1,1,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,12,5,5,3,6,3,5,2,3,4,4,3,3,5,4,12,1,4,8,7,3,11,14,15,5,10,2,9,13,6,16,4,1,high,edo
175,100,1005,1,R_6o3AnADiscjBuqR,anonymous,"1",2,,2,,75,"2","Trois","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",12.918,145.684,147.673,22,55,"3",1,1,,1,,1,1,,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,2,5,7,5,4,5,4,3,5,3,7,5,5,3,5,6,13,14,7,9,16,11,2,15,8,3,4,12,5,10,1,4,1,high,sdo
178,100,1482,1,R_32KFJLVekbf97QH,anonymous,"1",2,,2,,26,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.602,135.373,136.28,19,39,"3",1,,,,,1,,1,1,1,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,6,6,7,2,5,2,4,2,6,6,7,6,5,2,5,3,7,5,8,15,16,14,13,12,11,2,6,4,9,10,1,4,1,high,edo
381,100,580,1,R_78mjAq7XSBr8gLf,anonymous,"1",2,,2,,43,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",10.665,107.501,108.7,11,21,"2",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,1,1,1,,,,1,,1,,,,,,7,5,5,7,7,7,5,5,1,5,5,5,5,7,5,5,5,11,8,2,13,1,10,14,4,7,6,16,9,12,15,3,4,2,low,sdo
619,100,331,1,R_30woYLrWrw9Xhl2,anonymous,"1",2,,3,,17,"1",,"1","1",,"4","Italienne ","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.532,39.636,40.481,12,70,"6",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,1,,,,1,1,,1,1,1,,,5,5,5,4,6,5,3,6,3,5,5,5,4,4,5,5,2,5,13,3,8,6,1,12,16,14,7,15,10,11,9,4,4,2,low,sdo
329,100,608,1,R_1NqOi3SgireuZYv,anonymous,"1",1,,2,,73,"2","3","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",20.245,103.125,104.471,11,43,"5",,1,1,1,,1,,1,1,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,2,6,3,5,5,3,2,2,5,3,5,2,5,2,16,9,8,3,12,14,15,4,1,7,10,5,13,11,6,4,1,high,sdo
208,100,943,1,R_1g8GlZo0vA5hSvf,anonymous,"1",1,,2,,24,"1",,"3","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",8.057,184.995,185.773,38,40,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,,,,1,1,,1,,,1,1,,2,7,1,6,1,6,4,2,4,3,3,7,5,4,4,5,5,2,16,8,9,14,13,7,3,6,4,1,15,12,11,10,4,2,low,sdo
355,100,298,1,R_s8b0V221RjibR6h,anonymous,"1",1,,1,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",6.213,14.932,16.487,2,50,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,,1,,,1,1,1,1,,1,5,6,6,5,5,3,4,1,3,6,5,3,7,5,5,13,2,8,9,10,5,14,7,1,16,3,4,15,6,12,11,4,2,low,sdo
614,100,811,1,R_3qF4OMwd8dS16Bi,anonymous,"1",1,,2,,20,"1",,"1","1",,"2",,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",9.003,205.183,207.541,46,20,"4",1,1,,1,1,,1,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,5,1,5,4,3,2,5,6,7,4,5,3,5,10,1,12,2,7,5,8,14,6,9,4,13,3,16,15,11,4,1,high,sdo
194,100,489,1,R_2uL4COSaXs4hR8F,anonymous,"1",2,,2,,24,"1",,"2","2",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",19.701,83.511,90.952,15,60,"2",,1,,1,,1,1,,,1,,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,2,7,3,7,6,6,2,3,1,7,7,7,1,5,7,5,15,13,14,11,10,3,5,1,9,4,7,8,16,2,6,12,4,1,high,sdo
28,97,1471,0,R_r0ZcciY8RoNUSS5,anonymous,"1",3,,2,,40,"1",,"1",,,,,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,2,5,4,11,16,14,1,10,7,6,13,3,9,12,15,4,2,low,sdo
611,100,1015,1,R_5yAJzYZUFgvhURz,anonymous,"1",1,,2,,49,"2","3","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",19.061,122.08,123.184,9,50,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,1,1,,,1,1,1,1,,4,3,5,3,2,6,4,5,3,3,5,7,5,5,1,6,7,12,2,9,5,4,10,16,13,15,11,14,6,8,3,1,4,2,low,sdo
189,100,530,1,R_sAof4qFMY0XtbPP,anonymous,"1",2,,2,,60,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.517,42.658,43.485,13,60,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,1,1,1,,,1,,1,,1,,,,1,4,4,6,1,6,4,4,1,4,4,6,1,1,4,6,6,13,16,7,1,4,8,3,11,10,15,5,14,9,12,2,4,2,low,edo
232,100,629,1,R_3huryA4sHgQ9jBZ,anonymous,"1",2,,2,,57,"2","3","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",18.914,119.34,122.28,21,,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,1,1,,,,1,,1,1,,1,,,4,4,1,5,4,7,2,5,2,3,3,5,6,5,7,6,7,1,6,14,16,3,12,8,15,11,10,4,9,13,5,2,4,2,low,sdo
31,100,250,1,R_2BbS8dNg71QaY9m,anonymous,"1",2,,2,,22,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.493,13.2,13.506,5,70,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,1,,,1,,1,,,1,1,1,1,,3,3,5,5,1,6,5,6,3,3,5,5,5,2,3,6,16,10,15,1,8,12,3,11,2,7,13,6,9,14,5,4,4,2,low,sdo
21,100,1155,1,R_3kozdvELUF43pEM,anonymous,"1",1,,2,,19,"1",,"1","2",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",7.423,140.111,141.826,18,75,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,1,,,1,1,,,,2,5,4,6,3,6,4,4,4,2,5,7,4,5,6,6,4,6,15,13,5,14,16,3,11,1,10,2,8,9,12,7,4,2,low,sdo
293,100,1882,1,R_xaoqlDOrJDZuvhD,anonymous,"1",1,,2,,53,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",9.314,242.721,248.89,20,10,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,1,,,1,,1,1,1,6,7,1,7,1,7,2,7,2,7,7,7,6,1,6,6,2,12,6,11,13,15,1,8,4,16,7,14,5,9,3,10,4,2,low,edo
186,100,676,1,R_1ps5oF6531Y26Rm,anonymous,"1",2,,2,,48,"2","2","2","2",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",17.215,81.777,83.095,22,18,"2",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,1,,1,,,,1,1,,1,1,6,5,7,1,6,3,7,1,7,6,7,6,1,6,6,14,6,15,1,11,10,3,9,8,7,16,4,12,2,5,13,4,2,low,sdo
471,100,716,1,R_a9MMsBmtYnvqPRv,anonymous,"1",2,,2,,56,"2","2","4","1",,"1",,"Neutral","Neutral","Dislike","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.181,95.937,96.618,23,60,"8",1,1,,1,,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,2,7,1,7,7,7,2,7,7,7,4,4,7,6,14,7,2,5,8,9,12,15,10,16,3,4,1,6,11,13,4,1,high,sdo
154,97,1016,0,R_qUfGwcUElb2Vzjz,anonymous,"1",2,,2,,65,"1",,"5","3",,"3",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.929,9.13,9.808,7,20,"8",,1,,1,,1,1,,,1,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,5,1,7,1,7,5,7,3,2,5,6,11,5,12,14,9,3,2,6,10,13,1,8,7,4,16,15,4,1,high,edo
118,100,1188,1,R_2Xb4517xdqZsqxU,anonymous,"1",1,,2,,55,"2","3","2","1",,"2",,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",4.935,106.368,107.378,13,20,"3",1,1,,1,1,1,1,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,7,1,6,4,7,1,7,4,7,4,1,2,7,8,6,15,1,14,10,7,11,12,16,4,9,13,3,2,5,4,1,high,edo
33,100,471,1,R_RXnj7BgB8UAMkwN,anonymous,"1",1,,2,,23,"1",,"3","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",5.077,97.081,108.837,19,40,"5",,1,,1,,1,1,1,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,7,1,7,2,5,2,7,7,7,7,2,7,7,10,7,15,4,16,11,14,5,13,3,1,8,12,2,9,6,4,1,high,edo
551,100,6308,1,R_3EEbvwfJZg2pONm,anonymous,"1",1,,2,,23,"1",,"3","1",,"4",Italien,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.469,113.682,114.603,34,5,"1",1,,,1,1,,1,1,,1,,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,1,1,4,7,1,4,1,7,3,1,1,12,13,5,9,2,11,4,7,15,16,3,8,14,6,12,10,1,4,1,high,sdo
599,100,736,1,R_sLjBgvtBvjSCFnX,anonymous,"1",2,,2,,60,"2","2","5","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.471,11.407,12.41,3,50,"4",1,1,,1,,1,1,,,,,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,12,7,12,7,1,5,12,6,1,7,12,7,1,3,1,12,5,10,6,13,12,3,14,7,11,2,15,16,9,8,4,1,4,1,high,sdo
27,90,1616,0,R_3HBLgdgPBIPPhmG,anonymous,"1",1,,2,,36,"1",,"2",,,,,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,low,edo
150,90,2030,0,R_yz156GCPkuHP8LD,anonymous,"1",2,,2,,53,"2","2","3","3",,"3",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",226.854,226.854,297.457,1,50,"2",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,1,1,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,low,edo
346,90,1064,0,R_2yeEkEARsTtfJ7b,anonymous,"1",2,,2,,61,"2","2","4","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",23.005,93.545,95.1,11,40,"4",1,1,,1,,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,high,edo
750,90,349,0,R_115tGsrCoCcoNDZ,anonymous,"1",1,,2,,23,"1",,"2","1",,"2",,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.05,73.985,78.007,30,30,"3",1,1,,1,,1,1,,,,,1,1,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,high,edo
35,97,2765,0,R_2VealTZOwYbVt3d,anonymous,"1",1,,2,,23,"1",,"1",,,,,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",,,,,,,1,,,1,1,1,,,,1,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,2,7,1,1,7,7,1,3,6,1,6,8,2,4,16,1,5,10,12,13,14,11,15,7,9,3,5,1,high,edo
562,100,854,1,R_3nOvKv2zMRF39vg,anonymous,"1",1,,2,,23,"1",,"1","3",,"3",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",101.141,101.141,126.552,1,20,"4",1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,2,7,1,6,1,4,6,7,1,1,3,1,15,10,9,3,6,8,12,2,13,16,1,11,14,7,4,5,5,1,high,edo
422,100,1938,1,R_1M4Yq2F75RtEAqL,anonymous,"1",1,,2,,64,"2","2","5","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",12.317,177.601,180.195,16,40,"3",1,1,,1,,1,1,1,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,7,4,7,1,7,1,7,1,7,7,7,4,1,7,1,3,4,13,7,16,14,12,10,8,5,2,1,11,15,9,6,5,1,high,edo
199,100,644,1,R_1hKKY7KRn2Soq8m,anonymous,"1",2,,2,,69,"2","4","5","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",21.086,153.622,155.922,21,62,"4",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,1,,1,1,,1,1,1,1,6,1,7,1,7,1,7,1,7,7,7,1,1,7,1,11,3,10,15,8,2,1,4,6,12,5,16,13,14,9,7,5,2,low,sdo
267,100,352,1,R_3dM1NbBrLaVQ9NR,anonymous,"1",2,,2,,73,"2","2","5","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.66,9.274,10.49,4,80,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,,,1,,1,1,1,,1,,,,,,,1,7,3,7,1,7,1,7,1,7,6,7,1,1,5,1,1,9,4,15,10,11,8,16,14,13,5,2,12,3,6,7,5,2,low,sdo
86,100,803,1,R_1eWbF4dwz44jqt2,anonymous,"1",2,,2,,40,"2","1","2","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.744,132.674,133.4,29,30,"3",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,,,1,,,1,1,1,,1,1,7,6,7,1,7,4,5,1,6,5,7,1,3,5,1,14,10,2,4,9,5,12,15,6,1,16,8,3,7,11,13,5,2,low,sdo
202,100,5824,1,R_3PnxLtGbVHs8zOa,anonymous,"1",1,,2,,24,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5336.047,5336.047,5337.353,1,60,"3",1,1,1,1,,1,,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,4,7,4,7,1,7,7,7,1,4,5,1,6,12,16,11,13,5,8,10,9,7,2,1,15,4,3,14,5,1,high,edo
555,100,639,1,R_3si92X7xE46Feh3,anonymous,"1",1,,2,,29,"1",,"1","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",10.512,109.498,110.205,11,30,"8",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,1,,,,,1,1,,,,1,1,1,4,2,4,5,4,4,4,2,1,2,4,6,1,5,12,1,3,16,6,7,8,10,4,12,14,13,9,5,1,11,2,15,5,2,low,sdo
89,100,625,1,R_23eDv2kONeobelw,anonymous,"1",1,,2,,47,"2","2","2","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.991,161.84,162.712,17,40,"2",1,1,,1,1,1,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,1,7,1,5,1,7,5,7,2,3,3,2,9,15,8,16,12,10,7,2,14,5,3,13,1,6,11,4,5,1,high,sdo
626,100,517,1,R_AaDV6ZQYOb9T81H,anonymous,"1",1,,1,,23,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.838,22.076,22.78,4,61,"6",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,1,,1,1,1,,,1,,1,1,,1,5,1,6,3,6,4,5,1,6,5,6,4,5,2,2,8,9,4,12,1,3,16,14,7,6,13,2,15,11,10,5,5,2,low,sdo
530,100,523,1,R_2S0FRMg63EGE12I,anonymous,"1",1,,2,,24,"1",,"1","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.502,5.008,5.596,3,11,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,1,,,,1,1,1,,1,,,,,,,1,7,7,6,1,6,1,7,1,7,7,7,1,2,2,2,14,1,8,11,12,3,7,15,13,4,9,2,16,5,10,6,5,2,low,sdo
6,100,1056,1,R_2rIoJmBDripkBmB,anonymous,"1",1,,2,,23,"1",,"1","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.847,127.745,128.646,17,60,"6",1,,,,,1,,1,1,,,1,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,1,7,1,7,1,7,7,7,1,5,6,2,9,11,1,14,15,16,2,6,10,13,5,12,4,3,7,8,5,1,high,edo
652,100,853,1,R_1djlg7koRtFzY2m,anonymous,"1",1,,2,,21,"1",,"1","4","Pays-Bas","4",Grecque,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.715,82.411,83.253,19,31,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,1,1,,,,1,,1,,1,1,,,1,7,1,7,1,7,1,7,1,7,7,7,2,1,5,2,9,11,1,5,7,2,16,15,13,3,12,4,8,14,6,10,5,2,low,sdo
183,100,1035,1,R_1MSr3QoT9O6yUKW,anonymous,"1",2,,2,,28,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",4.476,112.198,112.591,34,,"2",1,1,,1,,1,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,6,2,6,4,6,3,5,4,6,4,1,4,2,14,9,3,15,12,16,10,11,7,4,2,5,6,8,1,13,5,1,high,edo
167,100,887,1,R_2UWmLFO5xb3Y0G9,anonymous,"1",2,,2,,64,"2","3","5","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",14.362,146.27,147.322,15,50,"3",1,1,,1,,1,1,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,1,6,2,6,1,3,5,7,2,5,5,2,4,9,5,14,1,10,6,12,11,16,2,8,7,3,13,15,5,1,high,edo
164,100,644,1,R_2963yusFesmZOHd,anonymous,"1",1,,3,,28,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.151,80.91,82.283,20,25,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,1,1,1,1,,,1,7,1,7,3,7,1,7,1,7,7,7,3,3,7,3,4,9,8,2,3,15,11,5,6,10,16,13,12,7,14,1,5,2,low,sdo
125,100,2771,1,R_3BKddS66LaJcmC5,anonymous,"1",1,,2,,21,"1",,"1","1",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1008.072,1125.305,1128.237,12,7,"2",1,1,,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,5,6,3,6,2,7,1,6,7,6,2,5,2,3,12,1,16,14,15,8,5,9,11,10,6,3,7,4,13,2,5,1,high,edo
15,100,664,1,R_30w0YKxDWSm804x,anonymous,"1",2,,2,,23,"1",,"1","2",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",17.7,112.056,112.848,12,51,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,1,,,,1,1,1,1,,1,,,4,4,4,6,2,6,3,5,1,2,6,6,2,5,2,3,2,4,15,14,10,13,6,9,8,12,5,1,7,16,11,3,5,2,low,edo
541,100,1252,1,R_1nMJ6YWNvqwrP6O,anonymous,"1",1,,2,,25,"1",,"1","1",,"4",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",14.331,184.629,185.482,27,31,"4",1,1,,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,6,7,5,6,6,5,5,2,2,7,7,5,6,6,3,14,16,7,1,11,6,9,15,2,4,12,10,13,5,8,3,5,1,high,sdo
661,100,189,1,R_3erH58xRU2XLYpZ,anonymous,"1",2,,2,,26,"1",,"2","1",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",4.324,32.405,32.939,11,,"4",,1,,1,,1,,,1,,,,1,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,5,2,6,5,5,2,5,1,6,7,5,5,1,6,3,6,11,16,10,2,5,15,1,13,4,14,12,9,7,8,3,5,1,high,edo
165,100,2397,1,R_BySDg2F1871lSQ9,anonymous,"1",1,,2,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.335,172.823,173.988,20,45,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,,,,,1,1,1,,,1,1,,,4,5,4,5,2,6,5,6,5,3,6,5,2,1,6,3,12,11,9,6,7,10,13,14,3,1,15,2,5,16,8,4,5,2,low,edo
533,100,917,1,R_10GgT8pH2G7sOUb,anonymous,"1",1,,2,,21,"1",,"3","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",16.351,41.83,42.569,11,20,"3",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,1,,,,,1,1,1,1,,1,2,1,3,5,6,6,6,5,3,3,2,7,5,12,2,3,8,5,3,11,2,7,15,13,1,9,6,12,10,14,16,4,5,2,low,sdo
